BBG ISIN;NAME;INDUSTRY_SECTOR;INDUSTRY_SUBGROUP;MKT_CAP_LAST_TRD;CUR_MKT_CAP; has_large_mkt_cap ; has_large_mkt_cap ; has_large_mkt_cap ;AMT_ISSUED;SECURITY_TYP;CNTRY_OF_DOMICILE;CRNCY;LAST_UPDATE_DT;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_MDY_ISSUER
US9831341071 ISIN;WYNN RESORTS LTD;Consumer, Cyclical;Casino Hotels;9925.63;9925631731.61; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BB;#N/A N/A
US9842451000 ISIN;YPF S.A.-SPONSORED ADR;Energy;Oil Comp-Integrated;7205.49;7205490367.76; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;AR;USD;05.08.2016;NR;#N/A N/A
US9843321061 ISIN;YAHOO! INC;Communications;Web Portals/ISP;37037.35;37037345553.04; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BB+u   *-;#N/A N/A
US98944B1089 ISIN;ZEP INC;Basic Materials;Chemicals-Specialty;467.05;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;US;USD;#N/A Field Not Applicable;B;#N/A N/A
USJ64480AC07 ISIN;RESONA BANK LTD;Financial;Money Center Banks; #N/A Field Not Applicable ; #N/A N/A ;;;;1300000000;EURO-DOLLAR;JP;USD;#N/A N/A;A;#N/A N/A
USN1384FAA32 ISIN;BHARTI AIRTEL INTERNATIO;Communications;Telecom Services; #N/A Field Not Applicable ; #N/A N/A ;; -   ; -   ;1500000000;EURO-DOLLAR;NL;USD;04.08.2016;#N/A N/A;#N/A N/A
USU14922AA31 ISIN;CBA CAPITAL TRUST I;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 132,408,976,060.00 ;;;;550000000;EURO-DOLLAR;US;USD;#N/A N/A;#N/A N/A;#N/A N/A
USY29011AC07 ISIN;GS CALTEX CORP;Energy;Oil Refining&Marketing; #N/A Field Not Applicable ; #N/A N/A ;;;;300000000;EURO-DOLLAR;KR;USD;#N/A N/A;BBB;#N/A N/A
XS0109320688 ISIN;HIGHBURY FINANCE BV;Financial;Diversified Finan Serv; #N/A Field Not Applicable ; #N/A Field Not Applicable ;; 1.00 ; 1.00 ;335500000;EURO NON-DOLLAR;NL;GBP;08.08.2016;#N/A N/A;#N/A N/A
XS0585780884 ISIN;MORGAN STANLEY;Financial;Diversified Banking Inst; #N/A Field Not Applicable ; 55,461,577,200.00 ;;;;300000000;EURO MTN;US;SGD;#N/A N/A;BBB+;A3
XS0619063042 ISIN;ICICI BANK LTD/HONG KONG;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 1,427,472,628,120.00 ;;;;60000000;EURO MTN;HK;SGD;#N/A N/A;#N/A N/A;#N/A N/A
XS0829125847 ISIN;INSTITUT CREDITO OFICIAL;Government;Sovereign Agency; #N/A Field Not Applicable ; #N/A N/A ;; 1.00 ; 1.00 ;1350000000;EURO MTN;ES;EUR;14.03.2016;BBB+;#N/A N/A
XS0829780203 ISIN;MALAYAN BANKING BHD;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 79,870,447,290.00 ;; 1.00 ; 1.00 ;800000000;EURO MTN;MY;USD;05.08.2016;A-;#N/A N/A
XS0881566680 ISIN;CHINA STATE CONS FINANCE;Industrial;Building&Construct-Misc; #N/A Field Not Applicable ; 48,830,955,150.00 ;; 1.00 ; 1.00 ;500000000;EURO-DOLLAR;HK;USD;28.07.2016;#N/A N/A;#N/A N/A
XS0963156350 ISIN;CENTURY MASTER INVESTMEN;Financial;Invest Mgmnt/Advis Serv; #N/A Field Not Applicable ; #N/A N/A ;; 1.00 ; 1.00 ;600000000;EURO-DOLLAR;HK;USD;05.08.2016;#N/A N/A;#N/A N/A
XS1088292815 ISIN;HUARONG FINANCE CO LTD;Financial;Investment Companies; #N/A Field Not Applicable ; 120,726,944,140.00 ;; 1.00 ; 1.00 ;1200000000;EURO-DOLLAR;VG;USD;28.07.2016;#N/A N/A;#N/A N/A
XS1090155125 ISIN;TELEFONICA SA;Communications;Telephone-Integrated; #N/A Field Not Applicable ; 44,508,132,010.00 ;; 1.00 ; 1.00 ;750000000;EURO MTN;ES;EUR;08.08.2016;BBB;#N/A N/A
XS1155697243 ISIN;LA MONDIALE;Financial;Life/Health Insurance; #N/A Field Not Applicable ; #N/A N/A ;; 1.00 ; 1.00 ;768405000;EURO-ZONE;FR;EUR;08.08.2016;A-;#N/A N/A
XS1165659514 ISIN;HUARONG FINANCE II;Financial;Investment Companies; #N/A Field Not Applicable ; #N/A N/A ;; 1.00 ; 1.00 ;1400000000;EURO MTN;VG;USD;05.08.2016;#N/A N/A;#N/A N/A
XS1180651587 ISIN;ACHMEA BV;Financial;Multi-line Insurance; #N/A Field Not Applicable ; #N/A N/A ;; 1.00 ; 1.00 ;750000000;EURO MTN;NL;EUR;08.08.2016;BBB+;#N/A N/A
XS1202090947 ISIN;NORDEA BANK AB;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 311,643,800,160.00 ;; -   ; -   ;550000000;EURO MTN;SE;USD;04.08.2016;AA-;#N/A N/A
XS1207354546 ISIN;BEIJING CAPITAL POLARIS;Diversified;Diversified Operations; #N/A Field Not Applicable ; #N/A N/A ;; 1.00 ; 1.00 ;600000000;EURO-DOLLAR;VG;USD;23.03.2016;#N/A N/A;#N/A N/A
XS1227592703 ISIN;BANK OF INDIA/JERSEY;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 103,070,757,940.00 ;; 1.00 ; 1.00 ;750000000;EURO-DOLLAR;JE;USD;08.08.2016;#N/A N/A;#N/A N/A
ZAE000006896 ISIN;SASOL LTD;Energy;Oil Comp-Integrated;18141.20;18141198020.60; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;ZA;USD;27.07.2016;#N/A N/A;#N/A N/A
ZAE000015889 ISIN;NASPERS LTD-N SHS;Communications;Multimedia;68219.45;68250014402.86; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;ZA;USD;27.07.2016;BBB-;Baa3
ZAE000042164 ISIN;MTN GROUP LTD;Communications;Cellular Telecom;17334.06;17334061286.20; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;ZA;USD;02.08.2016;BBB-;Baa3
ZAE000066304 ISIN;FIRSTRAND LTD;Financial;Commer Banks Non-US;19056.24;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;ZA;USD;#N/A Field Not Applicable;BB+;#N/A N/A
ZAE000071080 ISIN;TIGER BRANDS LTD;Consumer, Non-cyclical;Food-Misc/Diversified;2725.69;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;ZA;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A
