BBG ISIN;NAME;INDUSTRY_SECTOR;INDUSTRY_SUBGROUP;MKT_CAP_LAST_TRD;CUR_MKT_CAP; has_large_mkt_cap ; has_large_mkt_cap ; has_large_mkt_cap ;AMT_ISSUED;SECURITY_TYP;CNTRY_OF_DOMICILE;CRNCY;LAST_UPDATE_DT;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_MDY_ISSUER;VOLUME_AVG_6M;CNTRY_OF_RISK;ULT_PARENT_CNTRY_OF_RISK
US1255091092 ISIN;CIGNA CORP;Consumer, Non-cyclical;Medical-HMO;32941.04;32941041686.89; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A      *-;#N/A N/A;1551456.375;US;US
US1270971039 ISIN;CABOT OIL & GAS CORP;Energy;Oil Comp-Explor&Prodtn;11628.71;11628705850.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;6918619;US;US
US16939P1066 ISIN;CHINA LIFE INSURANCE CO-ADR;Financial;Life/Health Insurance;82417.84;82417843811.32; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;AA-;#N/A N/A;818458.8125;CN;CN
US1694261033 ISIN;CHINA TELECOM CORP LTD-ADR;Communications;Telecom Services;40595.68;40595675949.81; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;33791.28516;CN;CN
US1713401024 ISIN;CHURCH & DWIGHT CO INC;Consumer, Non-cyclical;Soap&Cleaning Prepar;12888.88;12888880004.87; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB+;WR;813045.625;US;US
US1729674242 ISIN;CITIGROUP INC;Financial;Diversified Banking Inst;133530.99;133530990786.48; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB+;#N/A N/A;22344334;US;US
US177376AD23 ISIN;CITRIX SYSTEMS INC;Technology;Applications Software; #N/A Field Not Applicable ; 13,228,999,810.00 ; 1.00 ; -   ; 1.00 ;1437500000;US DOMESTIC;US;USD;08.08.2016;NR;#N/A N/A;3496.611111;US;US
US2041661024 ISIN;COMMVAULT SYSTEMS INC;Technology;Data Processing/Mgmt;2246.46;2246464283.05; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;392197.8438;US;US
US23918K1088 ISIN;DAVITA HEALTHCARE PARTNERS I;Consumer, Non-cyclical;Dialysis Centers;15591.98;15591984000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BB;WR;1022691.438;US;US
US2547091080 ISIN;DISCOVER FINANCIAL SERVICES;Financial;Finance-Credit Card;23394.23;23394227121.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB-;#N/A N/A;3092396.25;US;US
US25470F3029 ISIN;DISCOVERY COMMUNICATIONS-C;Communications;Broadcast Serv/Program;15575.98;15575976706.70; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB-;#N/A N/A;1965646.625;US;US
US25470M1099 ISIN;DISH NETWORK CORP-A;Communications;Cable/Satellite TV;23842.65;23842654218.16; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;B+;WR;2849637;US;US
US2686481027 ISIN;EMC CORP/MA;Technology;Computers-Memory Devices;55672.16;55672156607.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A      *-;#N/A N/A;12093611;US;US
US2786421030 ISIN;EBAY INC;Communications;E-Commerce/Products;35168.94;35168937115.20; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB+;Baa1;11576894;US;US
US28176E1082 ISIN;EDWARDS LIFESCIENCES CORP;Consumer, Non-cyclical;Medical Instruments;23927.58;23927580267.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB-;#N/A N/A;1749290;US;US
US2855121099 ISIN;ELECTRONIC ARTS INC;Technology;Entertainment Software;23890.66;23890656569.10; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB-;Baa2;3663003;US;US
US30303M1027 ISIN;FACEBOOK INC-A;Communications;Internet Content-Entmnt;359662.59;359662579726.50; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;26492182;US;US
US34959E1091 ISIN;FORTINET INC;Technology;Computer Data Security;5760.87;5760865775.28; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;1923394;US;US
US3696041033 ISIN;GENERAL ELECTRIC CO;Industrial;Diversified Manufact Op;280217.76;280217755910.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;AA+;A1;34540328;US;US
US38059T1060 ISIN;GOLD FIELDS LTD-SPONS ADR;Basic Materials;Gold Mining;5109.93;5109933437.54; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;ZA;USD;08.08.2016;BB+;#N/A N/A;6802964.5;ZA;ZA
US404280AH22 ISIN;HSBC HOLDINGS PLC;Financial;Diversified Banking Inst; #N/A Field Not Applicable ; 107,559,481,380.00 ; 1.00 ; 1.00 ; 1.00 ;2500000000;GLOBAL;GB;USD;08.08.2016;A;#N/A N/A;3660.453125;GB;GB
US404280AR04 ISIN;HSBC HOLDINGS PLC;Financial;Diversified Banking Inst; #N/A Field Not Applicable ; 107,559,481,380.00 ; 1.00 ; 1.00 ; 1.00 ;1500000000;GLOBAL;GB;USD;08.08.2016;A;#N/A N/A;4302.68254;GB;GB
US4052171000 ISIN;HAIN CELESTIAL GROUP INC;Consumer, Non-cyclical;Food-Misc/Diversified;5398.96;5398960775.15; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;1263324.5;US;US
US45174L1089 ISIN;IKANG HEALTHCARE GROUP-ADR;Consumer, Non-cyclical;Medical Labs&Testing Srv;1280.11;1280111115.40; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;467814.9063;CN;CN
US4523271090 ISIN;ILLUMINA INC;Consumer, Non-cyclical;Medical-Biomedical/Gene;24403.04;24403036000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBBu;#N/A N/A;1327132.25;US;US
US53071M1045 ISIN;LIBERTY INTERACTIVE CORP Q-A;Consumer, Cyclical;Retail-Catalog Shopping;10184.66;10184656268.81; -   ; -   ; -   ;#N/A Field Not Applicable;Tracking Stk;US;USD;08.08.2016;BB;#N/A N/A;2429738.5;US;US
US5486611073 ISIN;LOWE'S COS INC;Consumer, Cyclical;Retail-Building Products;72323.87;72323866919.92; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A-;#N/A N/A;4814431;US;US
US5500211090 ISIN;LULULEMON ATHLETICA INC;Consumer, Cyclical;Retail-Apparel/Shoe;10755.51;10755510518.48; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CA;USD;08.08.2016;#N/A N/A;#N/A N/A;2027208.375;US;US
US5528481030 ISIN;MGIC INVESTMENT CORP;Financial;Financial Guarantee Ins;2541.18;2541183926.42; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBu;#N/A N/A;5999076.5;US;US
US6092071058 ISIN;MONDELEZ INTERNATIONAL INC-A;Consumer, Non-cyclical;Food-Misc/Diversified;67541.33;67541330481.56; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB;Baa1;8598575;US;US
US6350171061 ISIN;NATIONAL BEVERAGE CORP;Consumer, Non-cyclical;Beverages-Non-alcoholic;2526.15;2526152977.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;142078.5938;US;US
US64110L1061 ISIN;NETFLIX INC;Communications;Internet Content-Entmnt;40776.07;40776071652.68; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;B+;#N/A N/A;14112396;US;US
US64115T1043 ISIN;NETSCOUT SYSTEMS INC;Technology;Computers-Integrated Sys;2557.39;2557394391.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;1016701.25;US;US
US65249B2088 ISIN;NEWS CORP - CLASS B;Communications;Publishing-Newspapers;7526.85;7526848363.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;929911.625;US;US
US65473P1057 ISIN;NISOURCE INC;Utilities;Gas-Distribution;7993.42;7993418235.78; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB+;#N/A N/A;2881347.5;US;US
US7185461040 ISIN;PHILLIPS 66;Energy;Oil Refining&Marketing;41085.50;41085500115.66; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB+;A3;3137165.5;US;US
US7427181091 ISIN;PROCTER & GAMBLE CO/THE;Consumer, Non-cyclical;Cosmetics&Toiletries;228280.42;228280415942.40; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;AA-;Aa3;7991395.5;US;US
US74734M1099 ISIN;QIHOO 360 TECHNOLOGY CO-ADR;Communications;Internet Security;9956.55;9956545594.04; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CN;USD;15.07.2016;#N/A N/A;#N/A N/A;1779106.75;CN;CN
US7835131043 ISIN;RYANAIR HOLDINGS PLC-SP ADR;Consumer, Cyclical;Airlines; #N/A N/A ; #N/A N/A ; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;IE;EUR;#N/A Field Not Applicable;BBB+;#N/A N/A;#N/A N/A;IE;IE
US82571BAB80 ISIN;SIAM COMMERCIAL BANK CAY;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;750000000;EURO MTN;KY;USD;20.07.2016;#N/A N/A;#N/A N/A;52.00884956;TH;TH
US86732Y1091 ISIN;SUNEDISON INC;Energy;Energy-Alternate Sources;44.63;44629179.96; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;NR;#N/A N/A;29346324;US;US
US8716281030 ISIN;SYNTHESIS ENERGY SYSTEMS INC;Utilities;Independ Power Producer;95.66;95660297.70; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;218355.375;US;US
US8740801043 ISIN;TAL EDUCATION GROUP- ADR;Consumer, Non-cyclical;Schools;4967.01;4967010660.06; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;637575.3125;CN;CN
US89977P1066 ISIN;TUNIU CORP-SPON ADR;Communications;E-Commerce/Services;1114.10;1114102995.89; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;420024.0313;CN;CN
US90130A2006 ISIN;TWENTY-FIRST CENTURY FOX - B;Communications;Multimedia;48787.60;48787601494.89; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB+;#N/A N/A;2957795.25;US;US
US9130171096 ISIN;UNITED TECHNOLOGIES CORP;Industrial;Aerospace/Defense-Equip;90212.36;90212355832.71; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A-;A3;4642788.5;US;US
US92826C8394 ISIN;VISA INC-CLASS A SHARES;Financial;Finance-Credit Card;188746.75;188746761138.62; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A+;A1;8894294;US;US
US92849E1010 ISIN;VITAMIN SHOPPE INC;Consumer, Cyclical;Retail-Vitamins/Nutr Sup;662.91;662905520.88; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;NR;#N/A N/A;327556.8438;US;US
US9311421039 ISIN;WAL-MART STORES INC;Consumer, Cyclical;Retail-Discount;228574.86;228574870518.14; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;AA;Aa2;8914124;US;US
US9831341071 ISIN;WYNN RESORTS LTD;Consumer, Cyclical;Casino Hotels;10184.18;10184180645.55; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BB;#N/A N/A;3370607;US;US
US9842451000 ISIN;YPF S.A.-SPONSORED ADR;Energy;Oil Comp-Integrated;7126.83;7126827809.16; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;AR;USD;08.08.2016;NR;#N/A N/A;1064527.875;AR;AR
US9843321061 ISIN;YAHOO! INC;Communications;Web Portals/ISP;37347.95;37347948713.88; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BB+u   *-;#N/A N/A;13981074;US;US
US98944B1089 ISIN;ZEP INC;Basic Materials;Chemicals-Specialty;467.05;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;#N/A Field Not Applicable;B;#N/A N/A;#N/A N/A;US;US
USJ64480AC07 ISIN;RESONA BANK LTD;Financial;Money Center Banks; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;1300000000;EURO-DOLLAR;JP;USD;#N/A N/A;A;#N/A N/A;#N/A N/A;JP;JP
USN1384FAA32 ISIN;BHARTI AIRTEL INTERNATIO;Communications;Telecom Services; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;1500000000;EURO-DOLLAR;NL;USD;04.08.2016;#N/A N/A;#N/A N/A;620.3951613;IN;IN
USU14922AA31 ISIN;CBA CAPITAL TRUST I;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 134,484,298,090.00 ; 1.00 ; 1.00 ; 1.00 ;550000000;EURO-DOLLAR;US;USD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;AU;AU
USY29011AC07 ISIN;GS CALTEX CORP;Energy;Oil Refining&Marketing; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;300000000;EURO-DOLLAR;KR;USD;#N/A N/A;BBB;#N/A N/A;#N/A N/A;KR;KR
XS0109320688 ISIN;HIGHBURY FINANCE BV;Financial;Diversified Finan Serv; #N/A Field Not Applicable ; #N/A Field Not Applicable ; 1.00 ; 1.00 ; 1.00 ;335500000;EURO NON-DOLLAR;NL;GBP;09.08.2016;#N/A N/A;#N/A N/A;#N/A N/A;NL;NL
XS0585780884 ISIN;MORGAN STANLEY;Financial;Diversified Banking Inst; #N/A Field Not Applicable ; 55,671,876,180.00 ; 1.00 ; 1.00 ; 1.00 ;300000000;EURO MTN;US;SGD;#N/A N/A;BBB+;A3;#N/A N/A;US;US
XS0619063042 ISIN;ICICI BANK LTD/HONG KONG;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 1,432,707,857,810.00 ; 1.00 ; 1.00 ; 1.00 ;60000000;EURO MTN;HK;SGD;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;IN;IN
XS0829125847 ISIN;INSTITUT CREDITO OFICIAL;Government;Sovereign Agency; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;1350000000;EURO MTN;ES;EUR;14.03.2016;BBB+;#N/A N/A;#N/A N/A;ES;ES
XS0829780203 ISIN;MALAYAN BANKING BHD;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 79,970,535,570.00 ; 1.00 ; 1.00 ; 1.00 ;800000000;EURO MTN;MY;USD;05.08.2016;A-;#N/A N/A;160.3790323;MY;MY
XS0881566680 ISIN;CHINA STATE CONS FINANCE;Industrial;Building&Construct-Misc; #N/A Field Not Applicable ; 49,369,531,870.00 ; 1.00 ; 1.00 ; 1.00 ;500000000;EURO-DOLLAR;HK;USD;28.07.2016;#N/A N/A;#N/A N/A;38.02521008;CN;CN
XS0963156350 ISIN;CENTURY MASTER INVESTMEN;Financial;Invest Mgmnt/Advis Serv; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;600000000;EURO-DOLLAR;HK;USD;05.08.2016;#N/A N/A;#N/A N/A;#N/A N/A;CN;CN
XS1088292815 ISIN;HUARONG FINANCE CO LTD;Financial;Investment Companies; #N/A Field Not Applicable ; 120,336,242,060.00 ; 1.00 ; 1.00 ; 1.00 ;1200000000;EURO-DOLLAR;VG;USD;28.07.2016;#N/A N/A;#N/A N/A;66.38655462;CN;CN
XS1090155125 ISIN;TELEFONICA SA;Communications;Telephone-Integrated; #N/A Field Not Applicable ; 44,209,620,060.00 ; 1.00 ; -   ; 1.00 ;750000000;EURO MTN;ES;EUR;09.08.2016;BBB;#N/A N/A;#N/A N/A;ES;ES
XS1155697243 ISIN;LA MONDIALE;Financial;Life/Health Insurance; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;768405000;EURO-ZONE;FR;EUR;09.08.2016;A-;#N/A N/A;#N/A N/A;FR;FR
XS1165659514 ISIN;HUARONG FINANCE II;Financial;Investment Companies; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;1400000000;EURO MTN;VG;USD;05.08.2016;#N/A N/A;#N/A N/A;260.576;CN;CN
XS1180651587 ISIN;ACHMEA BV;Financial;Multi-line Insurance; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;750000000;EURO MTN;NL;EUR;09.08.2016;BBB+;#N/A N/A;#N/A N/A;NL;NL
XS1202090947 ISIN;NORDEA BANK AB;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 311,846,297,760.00 ; 1.00 ; 1.00 ; 1.00 ;550000000;EURO MTN;SE;USD;08.08.2016;AA-;#N/A N/A;100.7936508;SE;SE
XS1207354546 ISIN;BEIJING CAPITAL POLARIS;Diversified;Diversified Operations; #N/A Field Not Applicable ; #N/A N/A ; 1.00 ; -   ; 1.00 ;600000000;EURO-DOLLAR;VG;USD;23.03.2016;#N/A N/A;#N/A N/A;#N/A N/A;CN;CN
XS1227592703 ISIN;BANK OF INDIA/JERSEY;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 103,584,477,170.00 ; 1.00 ; 1.00 ; 1.00 ;750000000;EURO-DOLLAR;JE;USD;09.08.2016;#N/A N/A;#N/A N/A;#N/A N/A;IN;IN
ZAE000006896 ISIN;SASOL LTD;Energy;Oil Comp-Integrated;18141.20;18141198020.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;ZA;USD;27.07.2016;#N/A N/A;#N/A N/A;163.3621979;ZA;ZA
ZAE000015889 ISIN;NASPERS LTD-N SHS;Communications;Multimedia;68956.71;68956709300.28; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;ZA;USD;27.07.2016;BBB-;Baa3;1781.2677;ZA;ZA
ZAE000042164 ISIN;MTN GROUP LTD;Communications;Cellular Telecom;17334.06;17334061286.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;ZA;USD;02.08.2016;BBB-;Baa3;6902.559082;ZA;ZA
ZAE000066304 ISIN;FIRSTRAND LTD;Financial;Commer Banks Non-US;19056.24;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;ZA;USD;#N/A Field Not Applicable;BB+;#N/A N/A;#N/A N/A;ZA;ZA
ZAE000071080 ISIN;TIGER BRANDS LTD;Consumer, Non-cyclical;Food-Misc/Diversified;2725.69;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;ZA;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;ZA;ZA
;;;;33045.55;47712477445.22;;;;;;;;;;;;;
